FilePath,FileName,Date,Time,Bbar,Malc,Mbec,MbraMmys,Mdau,Mnat,NSL,Paur,Ppip,Ppyg,Rfer,Rhip
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_205647_000,NA,NA,0.00,0.00,0.00,0.58,0.70,0.02,0.03,0.01,0.98,0.04,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_205652_000,NA,NA,0.00,0.00,0.00,0.72,0.74,0.05,0.04,0.00,0.28,0.04,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_205706_000,NA,NA,0.00,0.00,0.00,0.02,0.00,0.00,0.21,0.01,0.96,0.03,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_205727_000,NA,NA,0.03,0.12,0.07,0.21,0.01,0.12,0.20,0.04,0.98,0.46,0.01,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_205737_000,NA,NA,0.03,0.00,0.00,0.05,0.00,0.00,0.23,0.00,0.97,0.06,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_205740_000,NA,NA,0.00,0.00,0.00,0.01,0.00,0.00,0.18,0.01,0.98,0.03,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_205808_000,NA,NA,0.02,0.00,0.00,0.79,0.12,0.06,0.12,0.00,0.98,0.05,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_205819_000,NA,NA,0.00,0.00,0.00,0.24,0.14,0.09,0.22,0.03,0.98,0.05,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_205822_000,NA,NA,0.00,0.00,0.00,0.02,0.00,0.01,0.59,0.03,0.94,0.04,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_205831_000,NA,NA,0.00,0.00,0.00,0.75,0.71,0.06,0.19,0.01,0.98,0.05,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_205835_000,NA,NA,0.01,0.00,0.00,0.01,0.01,0.00,0.16,0.01,0.98,0.05,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_205839_000,NA,NA,0.00,0.00,0.00,0.19,0.02,0.02,0.15,0.00,0.98,0.06,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_205842_000,NA,NA,0.00,0.00,0.00,0.02,0.00,0.00,0.32,0.01,0.98,0.04,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_205854_000,NA,NA,0.01,0.00,0.00,0.53,0.06,0.27,0.29,0.04,0.95,0.04,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_205930_000,NA,NA,0.01,0.00,0.00,0.09,0.01,0.07,0.11,0.03,0.98,0.07,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_205932_000,NA,NA,0.00,0.00,0.00,0.03,0.00,0.00,0.15,0.05,0.98,0.05,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_205935_000,NA,NA,0.00,0.00,0.00,0.04,0.00,0.02,0.01,0.04,0.98,0.03,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_210007_000,NA,NA,0.00,0.00,0.00,0.74,0.20,0.06,0.19,0.00,0.97,0.03,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_210047_000,NA,NA,0.00,0.00,0.00,0.74,0.23,0.07,0.19,0.04,0.25,0.05,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_210051_000,NA,NA,0.02,0.00,0.01,0.19,0.19,0.01,0.31,0.02,0.98,0.08,0.01,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_210056_000,NA,NA,0.01,0.00,0.00,0.57,0.15,0.03,0.18,0.03,0.89,0.04,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_210108_000,NA,NA,0.02,0.00,0.00,0.83,0.23,0.05,0.37,0.02,0.91,0.04,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_210127_000,NA,NA,0.01,0.00,0.00,0.03,0.00,0.00,0.13,0.00,0.94,0.05,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_210129_000,NA,NA,0.00,0.00,0.00,0.04,0.01,0.00,0.05,0.01,0.92,0.03,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_210139_000,NA,NA,0.02,0.00,0.00,0.05,0.01,0.01,0.13,0.01,0.97,0.03,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_210149_000,NA,NA,0.00,0.00,0.00,0.02,0.00,0.00,0.05,0.01,0.98,0.04,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_210235_000,NA,NA,0.01,0.00,0.00,0.03,0.01,0.01,0.02,0.11,0.97,0.21,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_210321_000,NA,NA,0.00,0.00,0.00,0.11,0.03,0.01,0.29,0.01,0.98,0.02,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_210324_000,NA,NA,0.10,0.00,0.00,0.04,0.00,0.00,0.35,0.02,0.85,0.05,0.01,0.01
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_210421_000,NA,NA,0.01,0.00,0.00,0.12,0.02,0.02,0.15,0.09,0.88,0.04,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_210500_000,NA,NA,0.03,0.13,0.05,0.19,0.02,0.36,0.02,0.05,0.97,0.37,0.01,0.01
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_210534_000,NA,NA,0.00,0.00,0.00,0.04,0.00,0.01,0.09,0.01,0.98,0.07,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_210540_000,NA,NA,0.00,0.01,0.00,0.01,0.01,0.00,0.09,0.00,0.98,0.51,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_210543_000,NA,NA,0.01,0.00,0.00,0.02,0.01,0.00,0.06,0.00,0.97,0.15,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_210546_000,NA,NA,0.01,0.00,0.01,0.04,0.01,0.00,0.13,0.01,0.98,0.12,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_210549_000,NA,NA,0.02,0.00,0.00,0.31,0.06,0.02,0.08,0.01,0.98,0.07,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_210557_000,NA,NA,0.00,0.00,0.00,0.03,0.00,0.00,0.02,0.04,0.98,0.22,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_210610_000,NA,NA,0.00,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.98,0.98,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_210613_000,NA,NA,0.01,0.00,0.00,0.01,0.00,0.00,0.12,0.01,0.98,0.09,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_210617_000,NA,NA,0.01,0.00,0.00,0.09,0.02,0.00,0.23,0.01,0.96,0.37,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_210626_000,NA,NA,0.01,0.00,0.00,0.01,0.01,0.00,0.19,0.02,0.98,0.08,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_210637_000,NA,NA,0.00,0.00,0.00,0.01,0.01,0.00,0.01,0.00,0.96,0.17,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_210654_000,NA,NA,0.00,0.00,0.00,0.02,0.01,0.00,0.22,0.01,0.96,0.34,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_210709_000,NA,NA,0.04,0.03,0.02,0.09,0.05,0.04,0.13,0.04,0.98,0.50,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_210715_000,NA,NA,0.00,0.00,0.00,0.04,0.01,0.00,0.13,0.00,0.97,0.23,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_210746_000,NA,NA,0.00,0.00,0.00,0.10,0.03,0.06,0.16,0.05,0.91,0.40,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_210801_000,NA,NA,0.09,0.01,0.01,0.33,0.11,0.01,0.06,0.01,0.95,0.18,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_210803_000,NA,NA,0.19,0.00,0.00,0.04,0.01,0.00,0.29,0.02,0.96,0.38,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_210807_000,NA,NA,0.04,0.00,0.00,0.05,0.01,0.09,0.23,0.04,0.97,0.10,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_210809_000,NA,NA,0.00,0.00,0.00,0.02,0.01,0.00,0.18,0.01,0.96,0.43,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_210813_000,NA,NA,0.00,0.00,0.00,0.58,0.30,0.10,0.18,0.01,0.98,0.05,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_210821_000,NA,NA,0.00,0.00,0.00,0.01,0.00,0.00,0.03,0.01,0.98,0.56,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_210826_000,NA,NA,0.03,0.00,0.00,0.32,0.04,0.04,0.35,0.05,0.43,0.97,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_210841_000,NA,NA,0.01,0.00,0.01,0.55,0.29,0.01,0.03,0.00,0.96,0.71,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_210848_000,NA,NA,0.00,0.00,0.00,0.83,0.15,0.05,0.18,0.01,0.96,0.25,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_210914_000,NA,NA,0.00,0.00,0.00,0.01,0.00,0.00,0.28,0.02,0.98,0.84,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_210917_000,NA,NA,0.00,0.00,0.00,0.02,0.00,0.00,0.21,0.00,0.98,0.04,0.01,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_210920_000,NA,NA,0.00,0.00,0.00,0.64,0.31,0.04,0.17,0.01,0.98,0.05,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_210923_000,NA,NA,0.00,0.00,0.00,0.03,0.01,0.00,0.12,0.00,0.98,0.10,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_210924_000,NA,NA,0.00,0.01,0.01,0.04,0.01,0.07,0.17,0.04,0.97,0.23,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_210927_000,NA,NA,0.00,0.00,0.00,0.06,0.01,0.00,0.27,0.01,0.98,0.09,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_210934_000,NA,NA,0.17,0.00,0.00,0.02,0.00,0.00,0.20,0.01,0.64,0.57,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_210943_000,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.01,0.98,0.11,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_210945_000,NA,NA,0.00,0.00,0.00,0.01,0.00,0.00,0.12,0.01,0.98,0.11,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_210952_000,NA,NA,0.01,0.00,0.00,0.17,0.01,0.01,0.22,0.01,0.96,0.04,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_211004_000,NA,NA,0.00,0.00,0.00,0.82,0.11,0.03,0.10,0.00,0.98,0.05,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_211027_000,NA,NA,0.04,0.00,0.01,0.20,0.06,0.35,0.11,0.06,0.98,0.05,0.01,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_211033_000,NA,NA,0.01,0.00,0.00,0.15,0.02,0.01,0.33,0.01,0.89,0.03,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_211035_000,NA,NA,0.00,0.00,0.00,0.05,0.00,0.00,0.23,0.02,0.89,0.02,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_211052_000,NA,NA,0.00,0.07,0.04,0.65,0.31,0.06,0.11,0.01,0.46,0.42,0.01,0.03
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_211133_000,NA,NA,0.01,0.00,0.00,0.03,0.00,0.00,0.05,0.01,0.98,0.97,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_211138_000,NA,NA,0.02,0.00,0.00,0.07,0.02,0.00,0.05,0.01,0.98,0.03,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_211146_000,NA,NA,0.01,0.00,0.00,0.10,0.01,0.00,0.24,0.01,0.98,0.06,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_211152_000,NA,NA,0.03,0.00,0.00,0.02,0.00,0.01,0.18,0.00,0.98,0.97,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_211154_000,NA,NA,0.00,0.00,0.00,0.03,0.00,0.00,0.02,0.00,0.98,0.02,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_211159_000,NA,NA,0.00,0.00,0.00,0.01,0.00,0.00,0.07,0.00,0.98,0.02,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_211203_000,NA,NA,0.00,0.01,0.01,0.05,0.01,0.03,0.04,0.04,0.98,0.79,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_211206_000,NA,NA,0.00,0.01,0.02,0.11,0.03,0.13,0.25,0.06,0.98,0.17,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_211208_000,NA,NA,0.01,0.00,0.01,0.06,0.01,0.00,0.00,0.00,0.98,0.03,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_211210_000,NA,NA,0.04,0.02,0.00,0.10,0.02,0.00,0.27,0.02,0.98,0.07,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_211219_000,NA,NA,0.06,0.10,0.04,0.27,0.03,0.39,0.05,0.08,0.98,0.22,0.01,0.06
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_211222_000,NA,NA,0.00,0.00,0.00,0.04,0.00,0.00,0.09,0.00,0.98,0.07,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_211227_000,NA,NA,0.03,0.00,0.00,0.63,0.24,0.06,0.22,0.06,0.97,0.04,0.02,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_211229_000,NA,NA,0.00,0.00,0.00,0.60,0.25,0.04,0.21,0.00,0.98,0.05,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_211232_000,NA,NA,0.00,0.00,0.00,0.01,0.00,0.00,0.28,0.01,0.98,0.03,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_211235_000,NA,NA,0.00,0.00,0.01,0.06,0.01,0.07,0.17,0.04,0.98,0.04,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_211246_000,NA,NA,0.06,0.00,0.00,0.02,0.00,0.00,0.34,0.01,0.94,0.03,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_211249_000,NA,NA,0.00,0.01,0.00,0.02,0.01,0.00,0.16,0.00,0.98,0.05,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_211252_000,NA,NA,0.01,0.00,0.00,0.01,0.00,0.00,0.21,0.01,0.97,0.13,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_211256_000,NA,NA,0.00,0.02,0.00,0.01,0.00,0.00,0.08,0.00,0.98,0.93,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_211311_000,NA,NA,0.00,0.03,0.00,0.09,0.03,0.01,0.03,0.01,0.98,0.96,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_211319_000,NA,NA,0.00,0.00,0.00,0.02,0.01,0.00,0.25,0.02,0.98,0.98,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_211321_000,NA,NA,0.03,0.00,0.00,0.76,0.22,0.03,0.40,0.01,0.98,0.05,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_211331_000,NA,NA,0.00,0.00,0.00,0.01,0.00,0.00,0.03,0.01,0.98,0.02,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_211341_000,NA,NA,0.00,0.00,0.00,0.02,0.00,0.00,0.07,0.01,0.98,0.03,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_211357_000,NA,NA,0.01,0.00,0.00,0.70,0.52,0.05,0.15,0.02,0.36,0.05,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_211402_000,NA,NA,0.02,0.00,0.00,0.04,0.01,0.06,0.02,0.02,0.97,0.97,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_211419_000,NA,NA,0.01,0.00,0.00,0.01,0.00,0.00,0.03,0.03,0.98,0.85,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_211428_000,NA,NA,0.00,0.00,0.00,0.08,0.03,0.01,0.40,0.01,0.68,0.97,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_211430_000,NA,NA,0.09,0.00,0.00,0.13,0.04,0.02,0.27,0.02,0.80,0.97,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_211433_000,NA,NA,0.25,0.00,0.00,0.07,0.00,0.00,0.33,0.02,0.61,0.03,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_211436_000,NA,NA,0.02,0.00,0.00,0.07,0.01,0.00,0.28,0.02,0.82,0.02,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_211442_000,NA,NA,0.11,0.00,0.00,0.04,0.00,0.00,0.28,0.03,0.75,0.03,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_211454_000,NA,NA,0.02,0.01,0.00,0.06,0.04,0.04,0.11,0.04,0.96,0.97,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_211533_000,NA,NA,0.00,0.02,0.00,0.06,0.02,0.00,0.28,0.02,0.98,0.89,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_211607_000,NA,NA,0.00,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.98,0.02,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_211629_000,NA,NA,0.01,0.02,0.00,0.13,0.08,0.00,0.26,0.01,0.93,0.03,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_211635_000,NA,NA,0.14,0.04,0.01,0.06,0.04,0.03,0.15,0.02,0.93,0.74,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_211637_000,NA,NA,0.01,0.00,0.00,0.10,0.03,0.01,0.27,0.06,0.94,0.03,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_211642_000,NA,NA,0.00,0.05,0.01,0.23,0.10,0.01,0.23,0.01,0.95,0.04,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_211734_000,NA,NA,0.00,0.00,0.00,0.04,0.00,0.00,0.12,0.00,0.98,0.07,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_211739_000,NA,NA,0.00,0.00,0.00,0.49,0.19,0.05,0.24,0.01,0.90,0.05,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_211742_000,NA,NA,0.08,0.00,0.00,0.05,0.02,0.00,0.27,0.01,0.92,0.07,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_211757_000,NA,NA,0.01,0.00,0.00,0.70,0.14,0.04,0.27,0.01,0.94,0.05,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_211815_000,NA,NA,0.00,0.00,0.01,0.03,0.00,0.00,0.11,0.02,0.09,0.97,0.01,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_211836_000,NA,NA,0.08,0.00,0.00,0.08,0.05,0.00,0.19,0.01,0.97,0.03,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_211839_000,NA,NA,0.02,0.00,0.00,0.03,0.01,0.00,0.29,0.01,0.92,0.03,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_211844_000,NA,NA,0.00,0.00,0.00,0.72,0.21,0.06,0.30,0.00,0.98,0.04,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_211925_000,NA,NA,0.00,0.00,0.00,0.69,0.13,0.15,0.04,0.06,0.98,0.96,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_211928_000,NA,NA,0.00,0.00,0.00,0.01,0.01,0.00,0.03,0.00,0.98,0.97,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_211936_000,NA,NA,0.00,0.00,0.00,0.02,0.01,0.00,0.03,0.01,0.98,0.97,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_211940_000,NA,NA,0.01,0.00,0.00,0.69,0.32,0.32,0.15,0.01,0.98,0.04,0.00,0.00
C:/some/path/place_1/01.04.22/Analyse_Ergebnisse,O2 01PR539745_20220430_211943_000,NA,NA,0.01,0.00,0.00,0.14,0.05,0.04,0.04,0.02,0.98,0.05,0.00,0.00
